/root/miniconda3/envs/grade/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/root/autodl-tmp/GREAD/src/function_gread.py:37: UserWarning: nn.init.uniform is now deprecated in favor of nn.init.uniform_.
  uniform(self.b_W, a=-1, b=1)
rep 0
{'use_best_params': True, 'gpu': 0, 'epoch': 200, 'patience': None, 'optimizer': 'adam', 'lr': 0.011402915506754104, 'decay': 0.008014968630105014, 'dataset': 'Cora', 'data_norm': 'gcn', 'self_loop_weight': 0, 'use_labels': False, 'label_rate': 0.5, 'planetoid_split': False, 'geom_gcn_splits': False, 'num_splits': 10, 'not_lcc': True, 'hetero_SL': False, 'hetero_undir': False, 'block': 'attention', 'function': 'gread', 'hidden_dim': 256, 'fc_out': False, 'input_dropout': 0.5043839651430236, 'dropout': 0.4145754297432822, 'batch_norm': False, 'alpha': 1.0, 'alpha_dim': 'vc', 'no_alpha_sigmoid': False, 'source_dim': 'sc', 'beta_dim': 'sc', 'use_mlp': False, 'add_source': False, 'XN_activation': False, 'm2_mlp': False, 'time': 2.32, 'augment': False, 'method': 'euler', 'step_size': 0.4, 'max_iters': 100, 'adjoint_method': 'adaptive_heun', 'adjoint': False, 'adjoint_step_size': 1, 'tol_scale': 1.0, 'tol_scale_adjoint': 1.0, 'max_nfe': 5000, 'no_early': True, 'earlystopxT': 3, 'max_test_steps': 100, 'jacobian_norm2': None, 'total_deriv': None, 'kinetic_energy': None, 'directional_penalty': None, 'leaky_relu_slope': 0.2, 'attention_dropout': 0.0, 'heads': 1, 'attention_norm_idx': 0, 'attention_dim': 64, 'mix_features': False, 'reweight_attention': False, 'attention_type': 'scaled_dot', 'square_plus': False, 'gcn_fixed': 'False', 'gcn_enc_dec': 'False', 'gcn_non_lin': 'False', 'gcn_symm': 'False', 'gcn_bias': 'False', 'gcn_mid_dropout': 'False', 'gcn_params': None, 'gcn_params_idx': 0, 'rewiring': None, 'gdc_method': 'ppr', 'gdc_sparsification': 'topk', 'gdc_k': 64, 'gdc_threshold': 0.0001, 'gdc_avg_degree': 64, 'ppr_alpha': 0.05, 'heat_time': 3.0, 'att_samp_pct': 1, 'use_flux': False, 'exact': False, 'M_nodes': 64, 'new_edges': 'random', 'sparsify': 'S_hat', 'threshold_type': 'topk_adj', 'rw_addD': 0.02, 'rw_rmvR': 0.02, 'rewire_KNN': False, 'rewire_KNN_T': 'T0', 'rewire_KNN_epoch': 5, 'rewire_KNN_k': 64, 'rewire_KNN_sym': False, 'KNN_online': False, 'KNN_online_reps': 4, 'KNN_space': 'pos_distance', 'pos_enc_csv': False, 'beltrami': False, 'fa_layer': False, 'pos_enc_type': 'GDC', 'pos_enc_orientation': 'row', 'feat_hidden_dim': 64, 'pos_enc_hidden_dim': 32, 'edge_sampling': False, 'edge_sampling_T': 'T0', 'edge_sampling_epoch': 5, 'edge_sampling_add': 0.64, 'edge_sampling_add_type': 'importance', 'edge_sampling_rmv': 0.32, 'edge_sampling_sym': False, 'edge_sampling_online': False, 'edge_sampling_online_reps': 4, 'edge_sampling_space': 'attention', 'reaction_term': 'bspm', 'beta_diag': True, 'trusted_mask': False, 'noise': 0.0, 'noise_pos': None, 'prediffuse': False, 'x0': False, 'nox0': False, 'icxb': 1.0, 'source_scale': 1.0, 'alltime': False, 'allnumtrain': False, 'num_train_per_class': 20, 'save_result': False, 'wandb': True, 'wandb_sweep': False, 'wandb_entity': 'username', 'wandb_project': 'grade-sweep', 'wandb_run_name': None, 'run_track_reports': False, 'save_wandb_reports': False, 'device': 'cuda:0'}
GNN
m1.weight
torch.Size([256, 1433])
m1.bias
torch.Size([256])
m2.weight
torch.Size([7, 256])
m2.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([1, 256])
odeblock.odefunc.source_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.source_sc
torch.Size([1])
odeblock.odefunc.b_W
torch.Size([256])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([1, 256])
odeblock.reg_odefunc.odefunc.source_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.source_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.b_W
torch.Size([256])
odeblock.multihead_att_layer.Q.weight
torch.Size([64, 256])
odeblock.multihead_att_layer.Q.bias
torch.Size([64])
odeblock.multihead_att_layer.V.weight
torch.Size([64, 256])
odeblock.multihead_att_layer.V.bias
torch.Size([64])
odeblock.multihead_att_layer.K.weight
torch.Size([64, 256])
odeblock.multihead_att_layer.K.bias
torch.Size([64])
odeblock.multihead_att_layer.Wout.weight
torch.Size([256, 64])
odeblock.multihead_att_layer.Wout.bias
torch.Size([256])
Epoch: 1, Runtime: 1.2326, Loss: 1.948, forward nfe 6, backward nfe 0, tmp_train: 0.9500, tmp_val: 0.7066, tmp_test: 0.7228, Train: 0.9500, Val: 0.7066, Test: 0.7228, Best time: 2.3200
Epoch: 2, Runtime: 0.0274, Loss: 1.599, forward nfe 18, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7574, tmp_test: 0.7533, Train: 1.0000, Val: 0.7574, Test: 0.7533, Best time: 2.3200
Epoch: 3, Runtime: 0.0232, Loss: 1.175, forward nfe 30, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7713, tmp_test: 0.7685, Train: 1.0000, Val: 0.7713, Test: 0.7685, Best time: 2.3200
Epoch: 4, Runtime: 0.0237, Loss: 0.788, forward nfe 42, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7882, tmp_test: 0.7878, Train: 1.0000, Val: 0.7882, Test: 0.7878, Best time: 2.3200
Epoch: 5, Runtime: 0.0233, Loss: 0.451, forward nfe 54, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8015, tmp_test: 0.7980, Train: 1.0000, Val: 0.8015, Test: 0.7980, Best time: 2.3200
Epoch: 6, Runtime: 0.0222, Loss: 0.299, forward nfe 66, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8051, tmp_test: 0.7990, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 7, Runtime: 0.0259, Loss: 0.167, forward nfe 78, backward nfe 0, tmp_train: 0.9929, tmp_val: 0.8029, tmp_test: 0.7909, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 8, Runtime: 0.0264, Loss: 0.107, forward nfe 90, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8051, tmp_test: 0.7970, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 9, Runtime: 0.0231, Loss: 0.076, forward nfe 102, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8022, tmp_test: 0.7949, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 10, Runtime: 0.0251, Loss: 0.073, forward nfe 114, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8000, tmp_test: 0.7939, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 11, Runtime: 0.0234, Loss: 0.051, forward nfe 126, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7904, tmp_test: 0.7949, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 12, Runtime: 0.0229, Loss: 0.053, forward nfe 138, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7897, tmp_test: 0.7939, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 13, Runtime: 0.0249, Loss: 0.086, forward nfe 150, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7875, tmp_test: 0.7939, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 14, Runtime: 0.0244, Loss: 0.083, forward nfe 162, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7846, tmp_test: 0.7909, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 15, Runtime: 0.0230, Loss: 0.106, forward nfe 174, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7765, tmp_test: 0.7838, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 16, Runtime: 0.0242, Loss: 0.127, forward nfe 186, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7647, tmp_test: 0.7746, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 17, Runtime: 0.0312, Loss: 0.158, forward nfe 198, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7581, tmp_test: 0.7716, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 18, Runtime: 0.0324, Loss: 0.146, forward nfe 210, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7669, tmp_test: 0.7695, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 19, Runtime: 0.0339, Loss: 0.158, forward nfe 222, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7787, tmp_test: 0.7888, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 20, Runtime: 0.0351, Loss: 0.155, forward nfe 234, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7882, tmp_test: 0.7959, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 21, Runtime: 0.0289, Loss: 0.166, forward nfe 246, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7934, tmp_test: 0.8102, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 22, Runtime: 0.0239, Loss: 0.127, forward nfe 258, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.8000, tmp_test: 0.8081, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
Epoch: 23, Runtime: 0.0244, Loss: 0.130, forward nfe 270, backward nfe 0, tmp_train: 1.0000, tmp_val: 0.7985, tmp_test: 0.8041, Train: 1.0000, Val: 0.8051, Test: 0.7990, Best time: 2.3200
